,num_languages,speaks_english,gender_tuned,income_level,num_teaches,num_ratings,avg_rating,price,is_featured,first_letter,position
1134,3,1,1,1.637954986843218,1,0.0,0.0,-0.038651815246294484,0,0.12,70
2897,5,1,1,1.084667775376764,1,11.0,4.9,0.34762092886588014,0,0.48,70
5064,4,1,0,0.38043203117706714,1,4.0,5.0,-0.553682140729194,0,0.32,70
6467,4,1,0,0.5046765858877185,1,0.0,0.0,0.7338936729780547,0,0.36,70
709,2,1,1,0.029229734914315377,1,1.0,5.0,-0.9399548848413686,0,0.16,70
5764,3,1,1,0.9830859694716702,1,3.0,5.0,1.2489239984609541,0,0.48,70
1079,3,1,0,-1.1409684677794216,1,1.0,5.0,-0.6824397220999188,0,0.48,70
172,4,1,0,-1.0546974204352104,5,116.0,4.7,0.09010576612443039,0,0.32,70
3405,3,1,1,-1.0798654464908388,1,6.0,5.0,-1.1974700475828182,0,0.72,70
3825,8,1,0,-0.9919314308766454,3,2.0,5.0,-0.553682140729194,0,0.68,70
4119,5,1,1,-0.6894251569287025,1,5.0,4.9,0.21886334749515524,0,0.2,70
1472,5,1,1,0.5811327307828479,1,6.0,5.0,-0.2961669779877442,0,0.2,70
3156,3,1,1,-0.38898043012482086,1,0.0,0.0,-0.038651815246294484,0,0.24,70
4655,3,1,0,0.9694187341863847,1,0.0,0.0,-0.6824397220999188,0,0.76,70
2350,3,1,1,-0.6162165468863823,1,3.0,5.0,-0.2961669779877442,0,0.16,70
340,3,1,0,1.3123254414621046,1,0.0,0.0,0.7338936729780547,0,0.36,71
1023,2,1,0,-1.1409684677794216,1,0.0,0.0,-1.326227628953543,0,0.72,71
1568,5,1,1,0.5811327307828479,1,5.0,4.9,-0.9399548848413686,0,0.24,71
2587,3,1,1,-0.38898043012482086,1,3.0,5.0,-0.2961669779877442,0,0.48,71
3853,4,1,0,1.084667775376764,3,18.0,4.9,1.1201664170902292,0,1.0,71
2548,4,1,1,-0.6162165468863823,1,0.0,0.0,1.2489239984609541,0,0.48,71
1189,4,1,0,1.637954986843218,1,8.0,4.9,-0.2961669779877442,0,0.16,71
4714,3,1,1,0.9694187341863847,1,0.0,0.0,0.21886334749515524,0,0.08,71
6739,3,1,1,1.3123254414621046,1,0.0,0.0,0.21886334749515524,0,0.12,71
5168,2,1,1,0.38043203117706714,1,9.0,5.0,-0.9399548848413686,0,0.96,71
3478,2,1,1,0.023019285175336267,1,12.0,4.9,-1.0687124662120935,0,0.0,71
5918,4,1,0,0.9830859694716702,1,11.0,4.9,0.34762092886588014,0,0.08,71
694,4,1,0,-0.7748697314615107,1,6.0,4.9,-0.2961669779877442,0,0.16,71
3241,1,1,0,-0.38898043012482086,1,0.0,0.0,1.2489239984609541,0,0.12,71
1920,3,0,1,-1.0546974204352104,1,15.0,5.0,0.9914088357195044,0,0.4,71
4223,2,1,1,-0.6894251569287025,1,0.0,0.0,1.7639543239438535,0,0.4,71
1296,2,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.68,71
3278,5,1,0,-1.1860502708782148,2,12.0,5.0,-1.0687124662120935,0,0.48,72
3269,3,1,0,-0.38898043012482086,1,0.0,0.0,0.7338936729780547,0,0.72,72
2921,3,1,0,2.3552722741594767,1,0.0,0.0,0.09010576612443039,0,0.68,72
626,5,1,1,0.029229734914315377,1,4.0,5.0,-0.038651815246294484,0,0.48,72
6418,4,1,1,0.5046765858877185,1,19.0,4.9,0.7338936729780547,0,0.16,72
2065,4,1,1,-0.6162165468863823,1,15.0,4.2,0.21886334749515524,0,0.0,72
5499,5,1,1,0.9830859694716702,1,0.0,0.0,0.8626512543487795,0,0.48,72
1007,2,1,0,-1.1409684677794216,1,0.0,0.0,-0.6824397220999188,0,0.0,72
3945,3,1,1,-0.6894251569287025,1,9.0,4.9,-0.2961669779877442,0,0.92,72
3765,3,1,0,-0.7522222483432779,1,1.0,4.5,-0.2961669779877442,0,0.48,72
2457,4,1,0,-1.0546974204352104,1,0.0,0.0,-0.2961669779877442,0,0.04,72
1200,4,1,0,1.637954986843218,1,6.0,5.0,0.09010576612443039,0,0.52,72
217,3,1,1,2.3552722741594767,2,19.0,4.9,2.407742230797478,0,0.44,72
4553,3,1,1,0.9694187341863847,1,8.0,4.8,0.8626512543487795,0,0.52,72
1305,3,1,1,0.5811327307828479,1,25.0,4.9,0.8626512543487795,0,0.16,72
5083,3,1,0,0.38043203117706714,1,7.0,4.7,0.476378510236605,0,0.72,72
1214,2,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.48,72
892,3,1,1,-0.7748697314615107,1,0.0,0.0,-0.6824397220999188,0,0.24,73
6188,4,1,1,-1.0013834045577172,1,6.0,4.6,-0.2961669779877442,0,0.0,73
4402,3,1,0,-0.6894240089953977,1,0.0,0.0,-0.2961669779877442,0,0.72,73
3603,2,1,1,-1.2142848689360914,1,12.0,4.9,-1.0687124662120935,0,60.32,73
3895,4,1,1,-0.8717138587838678,2,1.0,5.0,-1.0687124662120935,0,0.72,73
2914,1,1,1,-1.1409684677794216,1,3.0,5.0,-1.326227628953543,0,0.48,73
2414,3,1,1,-0.6162165468863823,1,13.0,4.9,-0.16740939661701934,0,0.52,73
1220,2,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.0,73
5194,2,1,1,0.38043203117706714,1,22.0,4.8,0.34762092886588014,0,0.52,73
183,3,1,1,-0.6162165468863823,1,4.0,4.9,1.2489239984609541,0,0.72,73
2464,3,1,1,-0.1737759102087169,1,0.0,0.0,0.8626512543487795,0,0.0,73
1195,2,1,1,1.637954986843218,1,1.0,5.0,-0.038651815246294484,0,0.08,73
973,2,1,0,-1.1409684677794216,1,0.0,0.0,-1.5837427916949929,0,0.24,73
1746,4,1,1,0.5811327307828479,1,5.0,4.8,-0.2961669779877442,0,0.48,73
4803,2,1,1,0.9694187341863847,1,2.0,5.0,-0.553682140729194,0,0.4,73
122,3,1,1,1.3123254414621046,1,4.0,4.8,2.407742230797478,0,0.48,74
2546,2,1,1,-0.1737759102087169,1,0.0,0.0,0.21886334749515524,0,0.0,74
1294,2,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.32,74
6783,2,1,1,-0.6894251569287025,1,6.0,5.0,-0.2961669779877442,0,0.72,74
2176,2,1,1,-0.6162165468863823,1,10.0,4.9,0.21886334749515524,0,0.0,74
6733,3,1,1,0.5046765858877185,1,1.0,5.0,-0.42492455935846907,0,0.48,74
1436,2,1,0,0.5811327307828479,1,10.0,4.8,-0.2961669779877442,0,0.72,74
3266,2,0,1,-0.38898043012482086,2,10.0,4.9,0.09010576612443039,0,0.32,74
3382,3,1,1,-1.0900939014560276,1,1.0,5.0,-0.038651815246294484,0,0.0,74
3799,2,1,1,0.5811327307828479,1,1.0,5.0,-0.2961669779877442,0,0.52,74
5337,2,1,1,0.38043203117706714,1,0.0,0.0,-0.038651815246294484,0,0.08,74
1175,1,1,0,1.637954986843218,1,1.0,5.0,0.7338936729780547,0,0.72,74
1035,2,1,1,-1.1409684677794216,1,0.0,0.0,0.21886334749515524,0,0.6,74
2585,1,1,0,2.3552722741594767,1,1.0,5.0,-0.038651815246294484,0,0.52,74
796,3,1,0,-0.7748697314615107,1,6.0,4.9,-0.2961669779877442,0,0.12,74
5710,2,1,1,0.9830859694716702,1,5.0,5.0,1.2489239984609541,0,0.08,74
4636,3,1,1,0.9694187341863847,1,2.0,5.0,-0.553682140729194,0,0.96,74
3337,3,1,0,0.023019285175336267,1,8.0,4.9,-0.038651815246294484,0,0.4,75
2120,6,1,1,-1.0546974204352104,4,5.0,4.8,-0.038651815246294484,0,0.68,75
186,4,1,1,-0.919187108904466,1,12.0,4.6,0.34762092886588014,0,0.0,75
3224,3,1,1,-0.38898043012482086,1,0.0,0.0,-0.2961669779877442,0,0.4,75
4027,3,1,1,-0.6894251569287025,1,0.0,0.0,-0.2961669779877442,0,0.08,75
5626,4,1,0,0.9830859694716702,1,19.0,4.9,1.2489239984609541,0,0.16,75
1381,5,1,0,0.5811327307828479,1,11.0,5.0,0.34762092886588014,0,0.6,75
765,4,1,0,0.029229734914315377,1,1.0,5.0,0.21886334749515524,0,0.36,75
4600,3,1,0,-0.6894251569287025,1,1.0,5.0,-0.038651815246294484,0,0.24,75
2512,4,1,1,-0.1737759102087169,1,1.0,5.0,1.2489239984609541,0,0.16,75
5253,4,1,1,-0.579769468066243,1,4.0,5.0,-1.326227628953543,0,0.24,75
1149,3,1,1,1.637954986843218,1,3.0,5.0,0.34762092886588014,0,0.16,75
974,3,1,0,-1.1409684677794216,1,0.0,0.0,-0.2961669779877442,0,0.4,75
1264,1,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.28,75
3734,4,1,0,-0.7522222483432779,1,3.0,4.9,-0.2961669779877442,0,0.72,75
6606,2,1,0,0.5046765858877185,1,0.0,0.0,-0.553682140729194,0,0.68,75
2813,3,1,0,1.084667775376764,1,7.0,5.0,0.09010576612443039,0,0.64,75
3335,3,1,0,0.023019285175336267,1,0.0,0.0,-0.6824397220999188,0,0.0,76
466,3,1,1,1.3123254414621046,1,5.0,5.0,0.7338936729780547,0,0.36,76
1378,4,1,1,0.5811327307828479,1,9.0,5.0,-0.2961669779877442,0,0.12,76
5243,2,1,1,0.38043203117706714,1,16.0,5.0,0.7338936729780547,0,0.32,76
2430,4,1,1,-0.6162165468863823,1,5.0,5.0,-0.6824397220999188,0,0.0,76
2509,2,1,1,-0.1737759102087169,1,7.0,5.0,1.1201664170902292,0,0.92,76
1018,2,1,0,-1.1409684677794216,1,0.0,0.0,0.21886334749515524,0,0.52,76
6600,2,1,1,0.5046765858877185,1,1.0,5.0,-0.42492455935846907,0,0.28,76
871,6,1,1,-0.7748697314615107,1,0.0,0.0,-1.0687124662120935,0,0.0,76
4598,2,1,1,0.9694187341863847,1,3.0,5.0,-0.2961669779877442,0,0.48,76
1190,3,1,1,1.637954986843218,1,5.0,5.0,-0.038651815246294484,0,0.68,76
3760,3,1,1,1.3123254414621046,1,2.0,5.0,-0.16740939661701934,0,0.28,76
3142,2,1,1,-1.1566275024450352,1,10.0,4.9,-0.42492455935846907,0,0.04,76
1261,1,1,1,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.12,76
5621,4,1,1,2.3552722741594767,1,7.0,5.0,1.2489239984609541,0,0.16,76
3236,2,1,0,-0.38898043012482086,1,0.0,0.0,1.2489239984609541,0,0.6,76
4024,2,1,1,1.437808362833454,1,8.0,4.9,1.1201664170902292,0,0.88,76
1704,4,1,0,0.5811327307828479,1,2.0,5.0,-1.0687124662120935,0,0.0,77
5079,2,1,1,-0.7087545525493496,1,18.0,5.0,1.377681579831679,0,0.08,77
2541,3,1,1,-0.1737759102087169,1,29.0,4.9,-0.2961669779877442,0,0.24,77
6705,2,1,0,0.5046765858877185,1,1.0,5.0,0.21886334749515524,0,0.4,77
774,5,1,0,-0.7748697314615107,1,5.0,5.0,-0.2961669779877442,0,0.16,77
3234,3,1,1,-0.38898043012482086,1,0.0,0.0,0.7338936729780547,0,0.4,77
4783,3,1,1,0.9694187341863847,1,2.0,5.0,0.21886334749515524,0,490.88,77
2687,4,1,1,-1.0900939014560276,2,67.0,4.9,-0.038651815246294484,0,0.72,77
3846,2,1,1,-0.7522222483432779,1,2.0,5.0,-1.454985210324268,0,0.48,77
4360,1,0,1,-0.6894251569287025,1,7.0,5.0,-1.0687124662120935,0,0.88,77
3573,2,1,0,-1.0900939014560276,1,0.0,0.0,-0.9399548848413686,0,0.04,77
1290,2,1,1,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.16,77
493,2,1,0,1.3123254414621046,1,4.0,5.0,1.2489239984609541,0,0.36,77
1179,2,1,1,1.637954986843218,1,3.0,5.0,-0.038651815246294484,0,0.08,77
6126,3,1,1,1.310965329697479,1,13.0,5.0,0.7338936729780547,0,0.0,77
2328,3,1,0,-0.6162165468863823,1,9.0,5.0,-0.2961669779877442,0,0.0,77
1045,3,1,1,-1.1409684677794216,1,1.0,4.6,-0.42492455935846907,0,0.04,77
6632,3,1,0,0.5046765858877185,1,3.0,5.0,0.21886334749515524,0,0.72,78
3348,2,1,0,-1.0900939014560276,2,15.0,4.9,-0.16740939661701934,0,0.0,78
752,3,1,1,-0.7748697314615107,3,0.0,0.0,-0.2961669779877442,0,0.24,78
4037,2,1,1,-0.6894251569287025,1,10.0,5.0,-0.2961669779877442,0,0.0,78
2819,7,1,0,-1.1860502708782148,2,18.0,4.9,0.7338936729780547,0,0.72,78
3838,3,1,1,-0.7522222483432779,1,15.0,5.0,-0.038651815246294484,0,0.48,78
1393,5,1,0,0.5811327307828479,1,9.0,4.9,0.21886334749515524,0,0.68,78
3205,2,1,1,-0.38898043012482086,2,2.0,4.9,0.7338936729780547,0,0.28,78
1042,2,1,0,-1.1409684677794216,1,0.0,0.0,-0.2961669779877442,0,0.28,78
5055,5,1,1,0.38043203117706714,1,1.0,5.0,0.34762092886588014,0,0.16,78
491,2,1,1,1.3123254414621046,1,1.0,5.0,1.2489239984609541,0,0.8,78
4607,4,1,1,0.9694187341863847,1,1.0,5.0,0.34762092886588014,0,0.16,78
1158,2,1,0,1.637954986843218,1,0.0,0.0,0.8626512543487795,0,0.36,78
2221,2,1,1,-0.6162165468863823,1,0.0,0.0,-0.16740939661701934,0,0.36,78
1269,1,1,0,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.68,78
3818,5,1,0,-0.7522222483432779,1,1.0,5.0,-0.6824397220999188,0,0.0,79
6531,2,1,0,0.5046765858877185,1,2.0,5.0,0.34762092886588014,0,0.12,79
1621,2,1,1,0.5811327307828479,1,5.0,5.0,-0.16740939661701934,0,0.08,79
720,3,1,1,-0.7748697314615107,1,0.0,0.0,0.7338936729780547,0,0.6,79
2709,2,1,1,-1.0546974204352104,1,5.0,5.0,-0.42492455935846907,0,0.4,79
3168,2,1,0,-0.38898043012482086,1,6.0,4.9,-0.42492455935846907,0,0.6,79
402,3,1,0,1.3123254414621046,1,29.0,4.8,3.180287719021827,0,0.52,79
1243,2,1,1,-1.0283343464620052,1,17.0,4.7,-0.9399548848413686,0,0.44,79
6004,4,1,0,0.9830859694716702,1,9.0,4.4,-0.038651815246294484,0,0.16,79
1124,3,1,1,1.637954986843218,1,0.0,0.0,1.2489239984609541,0,0.72,79
4745,2,1,0,0.9694187341863847,1,4.0,5.0,0.476378510236605,0,0.44,79
4277,3,1,1,-0.6894251569287025,1,5.0,4.9,0.7338936729780547,0,0.36,79
5053,3,1,1,0.38043203117706714,1,4.0,5.0,3.309045300392552,0,0.08,79
2488,5,1,1,-0.1737759102087169,1,6.0,4.9,-0.42492455935846907,0,0.0,79
3519,2,1,0,-1.0900939014560276,1,36.0,4.7,-0.2961669779877442,0,0.48,79
2374,3,1,1,-0.6162165468863823,1,23.0,4.4,0.21886334749515524,0,0.32,80
3126,1,1,1,1.2984659381360757,1,4.0,5.0,0.7338936729780547,0,0.52,80
3685,4,1,1,-0.8375768499105746,1,2.0,5.0,-0.2961669779877442,0,0.68,80
4500,3,1,1,-0.6894251569287025,1,7.0,4.7,-0.16740939661701934,0,0.4,80
6674,2,1,0,0.5046765858877185,1,0.0,0.0,-0.553682140729194,0,0.4,80
4984,3,1,1,-0.36895422355331076,1,14.0,4.9,-0.6824397220999188,0,0.48,80
838,3,1,1,-0.7748697314615107,2,18.0,4.6,-0.6824397220999188,0,0.0,80
2532,4,1,1,-0.1737759102087169,1,9.0,4.8,0.476378510236605,0,1.0,80
1282,2,1,0,-1.0283343464620052,2,5.0,5.0,0.21886334749515524,0,0.68,80
3782,2,1,0,-0.7522222483432779,1,0.0,0.0,-0.2961669779877442,0,0.0,80
4870,2,1,0,2.3552722741594767,1,5.0,4.9,0.21886334749515524,0,0.36,80
3192,3,1,0,-0.38898043012482086,1,0.0,0.0,-0.2961669779877442,0,0.4,80
148,3,1,0,1.3123254414621046,1,6.0,5.0,1.6351967425731289,0,0.48,80
6339,2,1,1,0.9830859694716702,1,1.0,5.0,0.21886334749515524,0,0.6,80
1842,5,1,0,0.5811327307828479,1,0.0,0.0,1.2489239984609541,0,0.08,80
1135,7,1,1,1.310965329697479,1,1.0,5.0,1.1201664170902292,0,0.08,80
1060,2,1,1,-1.1409684677794216,1,0.0,0.0,-0.9399548848413686,0,0.52,80
2309,2,1,1,-0.6162165468863823,1,8.0,5.0,-0.2961669779877442,0,0.84,81
557,5,1,1,-0.7748697314615107,1,13.0,5.0,0.7338936729780547,0,0.52,81
6651,2,1,1,0.5046765858877185,1,0.0,0.0,0.7338936729780547,0,0.48,81
3864,4,1,0,-0.7522222483432779,1,0.0,0.0,-0.2961669779877442,0,0.8,81
5860,5,1,1,0.9830859694716702,1,5.0,4.9,0.9914088357195044,0,0.0,81
1275,3,1,0,-1.0283343464620052,1,0.0,0.0,2.407742230797478,0,0.16,81
4939,2,1,0,-0.7068873203632501,1,0.0,0.0,-0.42492455935846907,0,0.48,81
3448,4,1,0,-1.0900939014560276,1,2.0,4.7,-1.0687124662120935,0,0.48,81
1535,2,1,1,0.5811327307828479,1,0.0,0.0,-0.6824397220999188,0,0.2,81
302,2,1,0,1.3123254414621046,1,1.0,5.0,0.7338936729780547,0,0.6,81
1122,7,1,1,1.637954986843218,1,0.0,0.0,1.1201664170902292,0,0.4,81
4690,3,1,1,0.9694187341863847,1,2.0,4.7,-0.038651815246294484,0,0.4,81
2865,1,1,0,1.2984659381360757,1,3.0,4.5,-0.42492455935846907,0,0.48,81
4187,3,1,1,-0.6894251569287025,1,4.0,5.0,0.21886334749515524,0,0.12,81
2525,3,1,1,-0.1737759102087169,2,28.0,4.9,0.21886334749515524,0,0.16,81
976,4,1,1,-1.1409684677794216,1,0.0,0.0,-0.2961669779877442,0,0.72,81
572,2,1,1,0.029229734914315377,1,1.0,4.8,0.09010576612443039,0,0.2,82
983,3,1,0,-1.1860502708782148,1,0.0,0.0,-0.2961669779877442,0,0.2,82
5878,2,1,1,0.9830859694716702,1,7.0,4.8,0.9914088357195044,0,0.08,82
3202,3,1,0,-0.38898043012482086,1,0.0,0.0,0.21886334749515524,0,0.48,82
426,2,1,0,1.3123254414621046,1,1.0,4.6,1.6351967425731289,0,0.6,82
2533,4,1,1,-0.1737759102087169,1,6.0,4.9,0.8626512543487795,0,0.52,82
3456,3,1,1,-0.8375768499105746,1,34.0,4.9,-0.2961669779877442,0,0.72,82
1283,2,1,1,-1.0283343464620052,2,20.0,4.9,-1.0687124662120935,0,0.96,82
2443,4,1,1,-0.6162165468863823,1,0.0,0.0,0.7338936729780547,0,0.16,82
1192,4,1,1,1.637954986843218,1,3.0,5.0,0.8626512543487795,0,0.72,82
3894,3,1,0,-0.7522222483432779,1,1.0,5.0,-1.326227628953543,0,0.72,82
6677,2,1,1,0.5046765858877185,1,5.0,5.0,1.2489239984609541,0,0.28,82
5366,4,1,1,0.38043203117706714,1,1.0,2.0,-0.553682140729194,0,0.32,82
3074,3,1,1,-0.7642618034922353,1,5.0,5.0,-0.16740939661701934,0,0.52,82
4695,3,1,0,0.9694187341863847,1,0.0,0.0,-0.2961669779877442,0,0.68,82
4196,2,1,1,-0.6894251569287025,1,2.0,3.0,-0.2961669779877442,0,0.0,82
1544,7,1,1,0.5811327307828479,3,9.0,4.9,1.1201664170902292,0,0.16,82
3564,2,1,1,-1.0900939014560276,1,5.0,5.0,-0.9399548848413686,0,0.2,83
2866,2,1,1,-0.925112651112598,1,20.0,5.0,0.09010576612443039,0,0.52,83
875,2,1,1,-0.7748697314615107,1,1.0,5.0,-0.2961669779877442,0,5.12,83
1685,5,1,0,0.5811327307828479,1,11.0,4.8,0.7338936729780547,0,0.2,83
453,4,1,0,1.3123254414621046,1,10.0,4.9,1.7639543239438535,0,0.24,83
6657,2,1,1,0.5046765858877185,1,26.0,4.9,3.4378028817632766,0,0.36,83
1277,16,1,0,-0.7748697314615107,11,34.0,4.8,-0.2961669779877442,0,0.2,83
5364,2,1,1,-0.36895422355331076,1,4.0,5.0,-0.6824397220999188,0,0.2,83
1171,3,1,1,1.637954986843218,1,0.0,0.0,1.7639543239438535,0,0.72,83
1009,2,1,1,-1.1409684677794216,1,1.0,5.0,-0.9399548848413686,0,0.68,83
6100,2,1,1,0.9830859694716702,2,39.0,4.8,3.180287719021827,0,1.0,83
3244,3,1,1,-1.0546974204352104,1,0.0,0.0,-0.2961669779877442,0,0.12,83
4777,1,0,1,0.9694187341863847,1,2.0,5.0,-0.16740939661701934,0,0.0,83
4340,2,1,1,1.437808362833454,1,2.0,5.0,1.1201664170902292,0,0.08,83
3743,3,1,1,-0.7522222483432779,1,3.0,5.0,-0.9399548848413686,0,0.08,83
2527,3,1,1,-0.1737759102087169,1,9.0,5.0,1.2489239984609541,0,0.0,83
2562,3,1,1,1.2984659381360757,1,21.0,5.0,0.7338936729780547,0,0.08,84
3855,3,1,1,-0.7522222483432779,1,1.0,5.0,-0.6824397220999188,0,0.72,84
962,3,1,1,-1.1409684677794216,1,1.0,1.0,-0.9399548848413686,0,0.52,84
4002,2,1,1,2.3552722741594767,1,0.0,0.0,1.1201664170902292,0,0.08,84
1194,6,1,1,1.637954986843218,1,1.0,0.0,0.21886334749515524,0,0.32,84
2495,6,1,0,-0.1737759102087169,1,8.0,5.0,1.7639543239438535,0,0.76,84
3318,2,1,0,-1.0900939014560276,1,21.0,4.7,-0.9399548848413686,0,0.48,84
176,3,1,0,1.3123254414621046,1,34.0,4.9,2.2789846494267527,0,0.76,84
4585,6,1,1,0.9694187341863847,1,3.0,5.0,-0.16740939661701934,0,0.52,84
5205,3,1,1,-0.7068873203632501,1,4.0,5.0,-0.553682140729194,0,0.0,84
1354,5,1,0,0.5811327307828479,1,2.0,5.0,-0.2961669779877442,0,0.0,84
5588,2,1,0,2.3552722741594767,1,5.0,4.7,-0.2961669779877442,0,0.68,84
3153,4,1,1,-0.38898043012482086,1,3.0,5.0,-0.9399548848413686,0,0.48,84
2423,4,1,0,-0.6162165468863823,1,2.0,5.0,-0.9399548848413686,0,0.2,84
6555,2,1,1,1.084667775376764,1,2.0,5.0,-0.2961669779877442,0,0.72,84
803,2,1,0,-0.7748697314615107,1,13.0,4.2,-1.0687124662120935,0,0.84,84
1249,2,1,1,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.04,84
1796,5,1,0,0.5811327307828479,1,1.0,5.0,-0.16740939661701934,0,0.24,85
3159,4,1,1,-0.38898043012482086,1,0.0,0.0,-0.8111973034706437,0,0.0,85
2496,2,1,0,-0.1737759102087169,1,5.0,4.9,0.21886334749515524,0,0.0,85
3646,4,1,1,-1.0900939014560276,1,5.0,5.0,-1.0687124662120935,0,0.28,85
3831,2,1,0,-0.7522222483432779,1,11.0,4.8,-0.42492455935846907,0,0.48,85
1250,4,1,1,-1.0283343464620052,1,0.0,0.0,-0.8111973034706437,0,0.28,85
6556,3,1,1,0.5046765858877185,1,1.0,5.0,-0.2961669779877442,0,0.16,85
4452,3,1,1,-0.6894251569287025,1,0.0,0.0,0.09010576612443039,0,0.6,85
1140,2,1,0,1.637954986843218,2,0.0,0.0,-0.42492455935846907,0,0.68,85
1058,2,1,0,-1.1409684677794216,1,0.0,0.0,-0.2961669779877442,0,0.0,85
3096,7,1,1,-0.7642618034922353,1,7.0,5.0,-0.42492455935846907,0,0.48,85
6272,3,1,0,0.9830859694716702,1,2.0,5.0,-0.2961669779877442,0,0.0,85
2302,3,1,0,-0.6162165468863823,1,7.0,4.9,-0.2961669779877442,0,0.32,85
633,2,1,1,-0.7748697314615107,1,1.0,5.0,0.7338936729780547,0,0.84,85
372,4,1,1,1.3123254414621046,1,3.0,4.7,2.2789846494267527,0,0.4,85
5442,1,0,1,-0.36895422355331076,1,12.0,5.0,-1.0687124662120935,0,0.0,85
4838,2,1,1,0.9694187341863847,1,0.0,0.0,0.09010576612443039,0,0.48,85
6431,5,1,0,0.5046765858877185,1,4.0,5.0,1.1201664170902292,0,0.08,86
1217,3,1,1,-1.0283343464620052,1,0.0,0.0,-0.9399548848413686,0,0.52,86
2460,2,1,1,-0.1737759102087169,1,5.0,4.9,0.09010576612443039,0,0.6,86
5299,3,1,0,0.38043203117706714,1,1.0,5.0,-1.0687124662120935,0,5.12,86
4390,4,1,1,-0.6894240089953977,1,2.0,5.0,1.2489239984609541,0,0.08,86
6171,4,1,0,-1.0798654464908388,1,14.0,4.8,-0.42492455935846907,0,0.48,86
195,2,1,0,1.3123254414621046,1,19.0,4.9,2.5364998121682025,0,0.48,86
3595,1,1,1,-1.0600470866597649,1,64.0,4.8,-0.553682140729194,0,1.0,86
3872,3,1,0,-0.7522222483432779,1,4.0,5.0,-0.6824397220999188,0,0.04,86
3181,2,1,0,-0.38898043012482086,1,0.0,0.0,-0.553682140729194,0,0.48,86
2318,3,1,1,-0.6162165468863823,1,9.0,4.9,-0.2961669779877442,0,0.0,86
1139,3,1,0,1.637954986843218,1,0.0,0.0,1.2489239984609541,0,0.68,86
554,2,1,0,-0.7748697314615107,1,8.0,5.0,-0.9399548848413686,0,0.88,86
981,2,1,1,-1.1409684677794216,1,0.0,0.0,0.21886334749515524,0,0.72,86
2710,1,1,0,1.084667775376764,1,2.0,5.0,1.6351967425731289,0,0.36,86
4798,2,1,0,0.9694187341863847,1,2.0,5.0,0.6051360916073298,0,0.12,86
1736,5,1,1,0.5811327307828479,1,2.0,5.0,-0.9399548848413686,0,0.32,86
6598,2,1,1,0.5046765858877185,1,1.0,5.0,-0.2961669779877442,0,0.08,87
3031,1,1,1,2.3552722741594767,1,5.0,5.0,0.09010576612443039,0,0.44,87
1155,2,1,1,1.637954986843218,1,0.0,0.0,0.21886334749515524,0,0.48,87
506,3,1,1,1.3123254414621046,1,0.0,0.0,1.7639543239438535,0,0.44,87
2277,3,1,1,-1.1846843159394407,1,11.0,4.9,-0.2961669779877442,0,0.52,87
4683,4,1,0,0.9694187341863847,1,1.0,5.0,-0.42492455935846907,0,0.48,87
4171,1,0,1,-0.6894251569287025,1,0.0,0.0,-0.9399548848413686,0,0.44,87
3438,2,1,0,-1.0900939014560276,1,11.0,4.8,-0.8111973034706437,0,0.48,87
1260,3,1,1,-1.0283343464620052,1,7.0,5.0,-0.6824397220999188,0,0.88,87
3877,6,1,0,-0.7522222483432779,1,5.0,4.9,-0.6824397220999188,0,0.0,87
5408,5,1,1,-0.9014748847131153,1,0.0,0.0,-0.6824397220999188,0,0.08,87
3211,4,1,1,-1.0546974204352104,1,0.0,0.0,-0.553682140729194,0,0.0,87
1059,1,1,0,-1.1409684677794216,1,1.0,5.0,-0.2961669779877442,0,0.68,87
5832,4,1,1,0.9830859694716702,1,14.0,4.9,1.1201664170902292,0,0.48,87
854,5,1,0,-0.7748697314615107,2,13.0,5.0,-0.553682140729194,0,0.44,87
2508,2,1,1,-0.1737759102087169,1,16.0,4.9,-0.038651815246294484,0,0.12,87
1519,3,1,0,0.5811327307828479,1,12.0,4.9,-0.038651815246294484,0,0.2,87
6082,1,0,1,0.9830859694716702,1,4.0,4.9,2.407742230797478,0,0.48,88
3210,2,1,0,-0.38898043012482086,1,0.0,0.0,-0.42492455935846907,0,0.36,88
5032,4,1,1,-0.7087545525493496,1,3.0,4.9,-0.42492455935846907,0,0.08,88
409,4,1,0,1.3123254414621046,1,19.0,4.9,1.7639543239438535,0,0.0,88
3876,2,1,1,-0.7522222483432779,2,10.0,4.5,0.21886334749515524,0,0.04,88
670,3,1,1,0.029229734914315377,1,2.0,5.0,-0.42492455935846907,0,0.48,88
1675,2,1,1,0.5811327307828479,1,5.0,5.0,1.7639543239438535,0,0.44,88
1152,4,1,0,3.278941434948302,1,5.0,4.9,-0.2961669779877442,0,0.68,88
