,num_languages,speaks_english,gender_tuned,income_level,avg_lessons_per_students,num_ratings,avg_rating,price,first_letter,position
2065,3,1,1,0.21085137905264484,9.9,45,5.0,0.3255452851130231,0.16,16
1310,2,1,1,0.6235958472816938,9.4,27,5.0,0.21303344218900908,0.4,16
236,5,1,0,1.2173329143947818,8.4,52,4.86,0.6743319981774667,0.36,16
1124,2,1,1,1.8543931495998422,30.5,17,5.0,-0.9120849870511311,0.44,16
1850,1,1,1,-0.8651566870152045,23.1,334,4.970779220779222,-1.249620515823173,0.72,16
2110,2,1,1,0.21085137905264484,15.4,447,4.983682983682984,0.8881044997330931,0.36,17
173,2,1,1,-0.9255328853445368,3.0,4,5.0,-0.574549458279089,0.88,17
1342,3,1,1,0.6235958472816938,10.0,13,5.0,0.21303344218900908,0.48,17
251,5,1,1,0.9269284984211242,11.9,46,5.0,2.1257347718972475,0.16,17
974,2,1,0,0.7259502483063693,24.1,162,4.973856209150328,0.5505689709610511,0.68,17
413,0,0,1,0.27875322738533215,23.7,114,5.0,0.21303344218900908,0.0,17
1287,4,1,1,-0.8496482779171574,10.1,48,5.0,-0.462037615355075,0.08,17
268,2,1,0,-1.150638609273902,11.6,23,5.0,0.3818012065750301,0.36,17
233,3,1,1,-1.0811412733491654,3.0,0,0.0,1.1131281855811213,0.48,17
14,2,1,1,-0.9702651643910494,23.4,158,5.0,0.10052159926499507,0.6,17
2139,2,1,0,-1.25396248309377,8.0,34,4.909090909090909,-1.362132358747187,0.56,17
509,4,1,0,-0.7846306139666804,9.7,142,4.977941176470588,-0.12450208658303295,39.2,17
532,0,0,0,-0.3916924525002332,0.0,0,0.0,1.3381518714291492,0.4,17
1116,4,1,1,-0.9054193161092493,18.1,144,4.978260869565218,1.450663714353163,0.32,17
2033,2,1,0,0.6357339238057134,9.3,66,5.0,2.238246614821261,0.0,17
1137,6,1,1,-1.2204209882918502,7.5,2,5.0,-1.137108672899159,0.76,17
84,5,1,0,-0.4072310809075334,15.3,466,4.943965517241379,0.7755926568090792,0.28,17
1875,5,1,0,-1.0379728197150013,21.4,204,4.955,-0.9120849870511311,0.08,17
253,4,1,0,-1.150638609273902,0.0,1,5.0,-1.362132358747187,0.96,18
512,6,1,1,-0.3916924525002332,7.0,0,0.0,1.6756874002011912,0.0,18
235,5,1,1,1.2173329143947818,0.0,0,0.0,-0.12450208658303295,0.72,18
89,3,1,1,-0.9255328853445368,8.5,9,5.0,-1.0245968299751451,0.08,18
2040,5,1,1,0.21085137905264484,6.5,76,5.0,1.6756874002011912,0.36,18
1604,5,1,1,-0.8651566870152045,18.3,364,5.0,-0.687061301203103,0.16,18
416,5,1,1,-0.7846306139666804,11.3,62,4.983333333333333,-0.9120849870511311,0.16,18
751,4,1,1,0.7259502483063693,12.6,225,4.91743119266055,-0.01199024365901894,0.2,18
988,2,1,0,-1.2054881958185868,32.1,238,4.932773109243698,-0.462037615355075,0.48,18
213,3,1,0,1.8543931495998422,0.0,0,0.0,-0.687061301203103,0.0,18
0,4,1,1,-0.9702651643910494,19.9,225,4.990291262135922,-0.349525772431061,0.88,18
271,2,1,0,0.27875322738533215,13.9,43,5.0,-1.249620515823173,0.2,18
18,4,1,0,0.9281364340668959,11.2,243,4.883928571428571,1.450663714353163,0.6,18
1140,2,1,1,-0.8496482779171574,23.5,540,4.931589537223339,-0.12450208658303295,0.36,18
1291,6,1,0,0.6235958472816938,12.9,126,5.0,2.0132229289732333,0.72,18
1085,4,1,1,-0.9054193161092493,13.5,19,5.0,0.5505689709610511,0.04,18
1119,2,1,1,-1.2204209882918502,0.0,0,0.0,-1.0245968299751451,0.52,18
1547,2,1,1,-1.0379728197150013,15.1,392,4.9943977591036415,-0.574549458279089,0.4,19
461,3,1,1,-0.7846306139666804,23.4,559,4.996275605214152,-0.349525772431061,0.0,19
352,3,1,1,0.27875322738533215,17.0,73,5.0,-0.23701392950704697,0.44,19
2077,6,1,0,0.9158276014138603,12.2,262,4.968992248062016,0.21303344218900908,0.28,19
522,3,1,1,-0.3916924525002332,5.0,6,5.0,2.800805829441331,0.48,19
128,3,1,1,-0.9255328853445368,11.6,28,5.0,-0.799573144127117,0.2,19
1970,4,1,1,0.6357339238057134,15.3,105,5.0,3.925924258681471,0.52,19
702,3,1,1,0.9158276014138603,16.7,1853,4.986390854654328,2.6882939865173174,0.4,19
1128,3,1,1,-1.2204209882918502,7.0,0,0.0,-1.4746442016712011,0.52,19
6,2,1,1,-0.9702651643910494,12.2,61,4.9344262295081975,-0.462037615355075,0.04,19
1101,4,1,0,-0.9054193161092493,26.0,2,5.0,-0.574549458279089,0.72,19
2137,2,1,0,-1.2054881958185868,25.4,449,4.9707207207207205,-0.574549458279089,0.12,19
1316,2,1,0,0.6235958472816938,12.5,8,5.0,0.21303344218900908,0.48,19
223,4,1,1,1.8543931495998422,5.7,5,5.0,0.5505689709610511,0.0,19
50,5,1,1,1.8543931495998422,13.0,36,4.9,2.238246614821261,0.76,19
1220,6,1,1,-0.8496482779171574,25.7,32,5.0,0.10052159926499507,0.68,19
1229,3,1,1,-0.8496482779171574,30.4,428,4.997395833333333,0.5505689709610511,0.64,20
824,2,1,0,1.8543931495998422,15.6,402,4.9825,1.6756874002011912,0.76,20
134,3,1,1,-0.2114000960816504,13.7,1356,4.974607916355488,-0.349525772431061,0.0,20
1130,1,1,1,-1.2204209882918502,8.0,4,5.0,-0.574549458279089,0.76,20
1039,3,1,0,-1.19640415164298,17.2,319,4.996805111821086,-0.23701392950704697,0.36,20
1697,3,1,1,0.10050792763096117,23.4,1394,4.994147768836869,0.5505689709610511,0.48,20
1326,2,1,1,1.8543931495998422,9.3,11,5.0,1.1131281855811213,0.96,20
2117,3,1,1,1.8543931495998422,26.7,264,4.972972972972973,0.3255452851130231,0.6,20
1106,2,1,0,-0.9054193161092493,2.0,1,5.0,-0.9120849870511311,0.32,20
2088,2,1,0,0.21085137905264484,0.0,0,0.0,0.5505689709610511,0.36,20
61,3,1,0,0.9281364340668959,12.9,53,4.934782608695652,3.2508532011373874,0.0,20
525,4,1,0,-0.3916924525002332,26.0,146,5.0,0.5505689709610511,0.6,20
468,2,1,0,-0.7846306139666804,26.9,1652,4.996352583586626,-0.349525772431061,0.0,20
1981,3,1,1,0.6357339238057134,10.8,142,4.985401459854015,-0.13012767872923373,0.44,20
226,4,1,0,-1.0811412733491654,0.0,0,0.0,-0.687061301203103,0.36,20
88,0,0,1,-0.9255328853445368,11.0,1,5.0,0.5505689709610511,0.84,21
270,4,1,1,0.27875322738533215,14.2,57,5.0,-0.01199024365901894,0.48,21
1289,3,1,0,0.6235958472816938,15.1,812,4.986180904522613,-0.799573144127117,0.16,21
1879,3,1,0,0.6357339238057134,27.0,46,5.0,-0.01199024365901894,0.52,21
511,4,1,1,-0.3916924525002332,13.1,58,5.0,1.1131281855811213,0.16,21
212,3,1,0,-1.0811412733491654,0.0,0,0.0,-0.9120849870511311,0.0,21
2132,4,1,0,-1.2054881958185868,12.7,635,4.972312703583062,-0.349525772431061,0.0,21
1083,3,1,1,-0.9054193161092493,32.0,62,4.9836065573770485,0.10052159926499507,0.16,21
1139,2,1,1,1.3514156253312548,20.6,159,4.987096774193549,0.4380571280370371,0.48,21
15,5,1,1,0.9281364340668959,15.3,239,4.991525423728813,2.238246614821261,0.52,21
2036,1,0,1,0.21085137905264484,5.5,2,5.0,0.3255452851130231,0.96,21
415,7,1,1,-1.026445426819901,19.3,621,4.998371335504887,-0.23701392950704697,0.0,21
1741,2,1,1,-1.0379728197150013,15.4,77,5.0,0.5505689709610511,0.36,21
868,5,1,0,1.8543931495998422,14.9,201,4.972972972972973,-0.01199024365901894,0.0,21
2083,3,1,1,0.21085137905264484,18.3,1662,4.987163814180929,0.4380571280370371,0.36,22
56,5,1,1,0.9281364340668959,19.8,154,4.983333333333333,2.9133176723653453,0.68,22
524,3,1,1,-0.3916924525002332,25.7,46,5.0,0.5505689709610511,0.4,22
465,3,1,1,-0.7846306139666804,7.2,53,5.0,-1.0245968299751451,0.84,22
1036,5,1,1,-1.2054881958185868,3.3,8,4.875,-0.799573144127117,0.28,22
132,5,1,1,-0.9255328853445368,17.3,17,5.0,-1.0245968299751451,0.96,22
1813,3,1,1,-1.0379728197150013,12.3,1174,4.9888123924268495,-1.137108672899159,0.6,22
1225,3,1,1,-0.8496482779171574,18.3,42,5.0,-0.687061301203103,0.36,22
357,4,1,0,0.27875322738533215,19.3,1481,4.9932203389830505,-0.687061301203103,0.48,22
1976,3,1,1,0.6357339238057134,11.8,23,5.0,0.3255452851130231,0.48,22
924,2,1,1,0.7138752710172102,15.5,106,5.0,-0.12450208658303295,0.72,22
1321,3,1,1,0.6235958472816938,13.8,47,5.0,-0.349525772431061,0.48,22
225,2,1,1,-1.0811412733491654,3.0,0,0.0,-1.0245968299751451,0.48,22
1104,3,1,1,-0.9054193161092493,4.5,7,4.428571428571429,-0.799573144127117,0.48,22
278,5,1,1,0.27875322738533215,10.0,7,5.0,1.3381518714291492,0.72,23
215,3,1,0,-1.0811412733491654,7.3,17,5.0,2.238246614821261,0.48,23
1473,4,1,1,-1.0379728197150013,20.2,133,5.0,-0.01199024365901894,0.12,23
514,0,0,1,-0.3916924525002332,9.8,12,5.0,0.5505689709610511,0.0,23
1296,3,1,1,0.6235958472816938,6.4,27,4.962962962962963,-0.01199024365901894,0.0,23
1088,2,1,0,-0.9054193161092493,13.0,8,5.0,-0.12450208658303295,0.48,23
992,4,1,1,-1.25396248309377,19.6,137,4.866666666666666,-0.687061301203103,1.0,23
420,3,1,1,-1.1740520504429195,19.9,84,4.987804878048781,-0.574549458279089,0.32,23
643,2,0,0,-1.0589658743763726,10.1,121,4.915254237288137,-0.574549458279089,0.48,23
1147,7,1,0,-0.8496482779171574,8.7,20,5.0,-0.23701392950704697,0.56,23
2048,3,1,1,0.21085137905264484,17.8,223,4.986111111111111,0.10052159926499507,0.16,23
92,4,1,0,-0.2114000960816504,12.6,191,4.973544973544974,-0.23701392950704697,0.24,23
1887,4,1,0,0.6357339238057134,19.6,1893,4.970899470899472,-0.12450208658303295,0.72,23
1475,0,0,1,-0.565033238237373,14.9,208,4.955665024630542,-0.23701392950704697,0.24,24
1889,2,0,1,0.6357339238057134,8.4,321,4.913461538461538,-0.12450208658303295,0.48,24
645,3,1,1,1.8543931495998422,24.6,1128,4.946043165467626,-0.01199024365901894,0.44,24
2052,3,1,0,0.21085137905264484,15.6,460,4.995565410199556,0.5505689709610511,0.04,24
1298,3,1,1,0.6235958472816938,22.7,90,4.987179487179487,3.925924258681471,0.96,24
993,6,1,0,-1.1373768405055575,13.5,90,4.902439024390244,-0.687061301203103,0.0,24
1148,3,1,1,-0.8496482779171574,29.3,345,4.9969230769230775,0.6630808138850651,0.68,24
1090,3,1,1,-0.9054193161092493,6.8,22,5.0,-1.137108672899159,0.0,24
279,4,1,1,0.11132810485006123,36.9,2409,4.997060058798824,1.1131281855811213,0.48,24
421,5,1,1,-0.7846306139666804,15.2,41,4.951219512195122,1.450663714353163,0.48,24
93,5,1,0,-0.9255328853445368,9.0,11,5.0,-0.9120849870511311,0.28,24
28,5,1,0,0.9281364340668959,10.8,887,4.931034482758621,0.6630808138850651,0.08,24
635,2,1,0,0.7259502483063693,21.4,435,4.990762124711316,2.238246614821261,0.36,25
502,4,1,1,-0.7846306139666804,16.3,384,4.9815303430079165,-0.574549458279089,0.44,25
166,0,0,0,-0.9255328853445368,30.4,150,5.0,-0.23701392950704697,0.68,25
2025,6,1,0,-1.19640415164298,11.9,293,4.9466192170818495,0.5505689709610511,0.96,25
1110,2,1,1,-0.9054193161092493,14.3,29,5.0,0.6630808138850651,0.12,25
2096,2,1,1,0.21085137905264484,22.9,148,4.953846153846154,1.6756874002011912,0.72,25
1075,4,1,0,-1.2054881958185868,18.0,8,5.0,-1.137108672899159,0.48,25
1278,4,1,1,-0.8496482779171574,22.9,71,4.971014492753623,1.7881992431252052,0.16,25
1461,2,1,0,-0.8651566870152045,27.2,213,5.0,-0.01199024365901894,0.2,25
405,3,1,1,0.27875322738533215,13.7,39,4.921052631578949,0.8881044997330931,0.24,25
69,3,1,1,0.9281364340668959,23.9,795,4.986876640419948,2.238246614821261,0.48,25
1332,4,1,0,0.6235958472816938,19.1,481,4.978118161925601,0.6630808138850651,0.0,25
694,4,1,0,1.8543931495998422,13.0,109,4.990825688073394,-0.23701392950704697,0.48,26
1539,2,1,1,-0.565033238237373,18.7,497,4.976987447698745,-1.137108672899159,1.0,26
36,2,1,0,1.8543931495998422,10.7,78,4.935897435897437,0.3255452851130231,0.72,26
455,3,1,1,-0.7846306139666804,13.9,62,5.0,-0.9120849870511311,0.0,26
1026,6,1,0,-1.2054881958185868,13.8,81,4.962025316455696,-0.9233361713435324,0.48,26
1963,4,1,1,0.6357339238057134,16.5,76,5.0,1.6756874002011912,0.52,26
345,4,1,1,0.27875322738533215,14.7,189,4.987804878048781,-0.8333266970043213,0.84,26
1305,3,1,1,0.6235958472816938,9.2,23,5.0,-0.23701392950704697,0.96,26
2059,4,1,1,0.21085137905264484,20.4,1013,4.989021956087824,0.5505689709610511,0.28,26
1213,3,1,1,-0.8496482779171574,8.4,53,4.941176470588236,-0.12450208658303295,0.36,26
122,4,1,1,-0.9255328853445368,16.0,987,4.975283213182286,-0.574549458279089,0.72,26
1094,4,1,0,-0.9054193161092493,12.0,8,5.0,-0.574549458279089,0.96,26
1685,3,1,1,-1.0109981840890936,12.3,777,4.983247422680412,-0.574549458279089,0.0,27
125,3,1,1,-0.9255328853445368,9.2,32,5.0,-1.0245968299751451,0.36,27
43,4,1,1,1.1095534865533514,8.9,89,4.964285714285714,1.1131281855811213,0.0,27
1029,4,1,0,-1.290708485855415,19.2,29,5.0,-1.4746442016712011,0.0,27
458,2,0,1,-0.7846306139666804,18.4,181,4.993939393939394,-1.137108672899159,0.12,27
2063,2,1,1,0.21085137905264484,7.2,13,5.0,0.5505689709610511,0.36,27
1966,3,1,1,0.6357339238057134,4.8,23,5.0,-0.12450208658303295,0.72,27
1096,2,1,0,-0.9054193161092493,15.6,12,4.833333333333333,-0.9120849870511311,0.12,27
1217,2,1,1,-0.8496482779171574,29.3,966,4.9801324503311255,0.21303344218900908,0.36,27
1309,4,1,0,0.6235958472816938,12.5,6,5.0,-0.12450208658303295,0.68,27
348,5,1,1,0.27875322738533215,20.4,998,4.983623336745137,-0.799573144127117,0.24,27
814,2,1,1,0.7259502483063693,11.2,71,5.0,1.6756874002011912,0.24,27
1246,3,1,1,-0.8496482779171574,12.9,52,4.862745098039214,0.6630808138850651,0.16,28
2042,3,1,1,0.21085137905264484,13.4,180,4.913294797687861,0.19053107360420635,0.96,28
379,3,1,1,0.27875322738533215,15.0,185,4.994535519125684,-0.687061301203103,0.68,28
1998,5,1,0,0.6357339238057134,12.7,31,5.0,0.5505689709610511,0.28,28
717,0,0,1,1.8543931495998422,11.6,219,4.981308411214953,1.6756874002011912,0.04,28
1053,5,1,0,-1.19640415164298,9.5,9,5.0,-0.574549458279089,0.72,28
1086,3,1,1,-0.9054193161092493,5.7,5,4.75,-0.349525772431061,0.72,28
1566,2,1,0,-0.8651566870152045,10.3,203,4.96067415730337,-0.574549458279089,0.56,28
147,3,1,0,-0.9255328853445368,15.2,1332,4.989969135802468,-0.799573144127117,0.2,28
2126,3,1,1,-0.7846306139666804,7.8,18,5.0,0.16240311287320286,439.64,28
309,3,1,1,0.27875322738533215,22.4,714,4.988732394366197,-0.23701392950704697,0.2,29
1178,3,1,1,-0.8496482779171574,26.7,242,4.9868995633187785,-0.01199024365901894,0.96,29
83,6,1,0,0.9281364340668959,12.6,854,4.908291457286432,0.3255452851130231,0.0,29
890,2,1,1,1.8543931495998422,17.0,75,5.0,-0.687061301203103,0.08,29
1766,3,1,1,0.10050792763096117,14.7,201,4.989071038251367,-0.6645589326183002,0.48,29
1922,4,1,1,0.6357339238057134,22.8,455,5.0,1.000616342657107,0.48,29
435,3,1,0,-0.7846306139666804,14.0,31,4.947368421052632,-0.799573144127117,0.0,29
2140,3,1,0,-0.9054193161092493,4.0,0,0.0,-1.137108672899159,0.0,29
1006,5,1,0,-1.25396248309377,9.2,320,4.934375,-0.687061301203103,0.48,29
2109,2,1,0,0.21085137905264484,11.0,17,4.933333333333334,-0.574549458279089,0.96,29
1341,3,1,1,0.10050792763096117,0.0,0,0.0,-0.799573144127117,0.0,29
104,2,1,1,-0.9255328853445368,0.0,0,0.0,-0.12450208658303295,0.0,29
606,2,1,1,0.7259502483063693,17.0,64,5.0,1.1131281855811213,0.72,30
479,5,1,1,-0.7846306139666804,16.3,43,5.0,-0.01199024365901894,0.4,30
1244,3,1,1,-0.8496482779171574,44.3,145,5.0,-0.29326985096905395,0.52,30
87,3,1,0,0.9281364340668959,7.1,9,4.875,1.5631755572771773,0.6,30
1050,0,0,1,-1.25396248309377,15.7,1072,4.983887210473314,-0.349525772431061,0.0,30
1118,3,1,0,-0.9054193161092493,0.0,0,0.0,-0.968340908513138,0.12,30
144,6,1,0,-0.9255328853445368,9.4,35,4.970588235294118,-0.687061301203103,0.0,30
376,2,1,0,0.27875322738533215,6.5,46,4.931818181818182,-0.01199024365901894,0.68,30
1345,2,1,1,0.6235958472816938,29.0,19,5.0,0.3255452851130231,0.48,30
2180,4,1,1,0.21085137905264484,10.8,59,5.0,0.10052159926499507,0.36,30
1429,2,1,1,-0.565033238237373,17.8,2093,4.954160438465372,-1.362132358747187,0.52,30
2170,4,1,0,0.6357339238057134,11.1,140,4.902255639097745,0.5505689709610511,0.2,30
697,2,1,0,0.7259502483063693,8.1,187,4.927777777777779,-0.574549458279089,0.36,31
1308,3,1,1,0.6235958472816938,22.8,966,4.995837669094693,2.238246614821261,0.48,31
1542,6,1,0,0.10050792763096117,9.0,129,5.0,1.1131281855811213,0.36,31
1028,4,1,0,-1.19640415164298,25.1,87,4.988235294117646,-0.799573144127117,0.68,31
1095,2,1,0,-0.9054193161092493,4.0,0,0.0,-0.6881864196323432,0.04,31
2062,2,1,1,0.21085137905264484,14.8,20,5.0,0.21303344218900908,0.0,31
1965,4,1,1,0.6357339238057134,12.6,65,5.0,1.6756874002011912,0.72,31
40,10,1,0,0.9281364340668959,14.6,193,4.977528089887642,2.039100652845756,0.48,31
124,4,1,1,-0.9255328853445368,5.0,5,5.0,-1.137108672899159,0.24,31
457,2,1,1,-1.1740520504429195,17.5,31,5.0,-1.362132358747187,0.44,31
1216,3,1,0,-0.849647258420382,14.4,32,5.0,1.5631755572771773,0.88,31
2106,1,1,0,0.21085137905264484,5.4,12,4.8,0.8881044997330931,0.72,32
1668,4,1,1,0.10050792763096117,25.0,763,4.898186889818689,-0.01199024365901894,0.0,32
80,9,1,1,0.9281364340668959,14.0,9,5.0,3.5883887299094295,0.84,32
1338,3,1,1,0.6235958472816938,20.6,1254,4.996792301523658,0.5505689709610511,0.08,32
1206,3,1,1,1.8543931495998422,22.5,115,4.781818181818182,0.4380571280370371,0.72,32
1115,6,1,1,0.6357339238057134,2.3,3,5.0,-0.799573144127117,0.96,32
1025,2,1,0,-1.2054881958185868,28.5,8,4.625,-1.4746442016712011,0.48,32
801,4,1,1,2.510970639419913,14.7,246,4.920353982300885,0.3592988379902274,0.12,32
1956,2,0,1,0.6357339238057134,7.0,4,4.75,-0.01199024365901894,0.04,32
121,3,1,1,-0.9255328853445368,20.9,162,5.0,-1.137108672899159,0.44,32
454,5,1,1,-0.7846306139666804,7.7,56,4.964285714285714,2.238246614821261,0.0,32
338,5,1,1,0.27875322738533215,14.0,385,5.0,0.4380571280370371,0.48,32
51,4,1,1,0.9281364340668959,6.8,91,4.7727272727272725,0.4380571280370371,0.72,33
353,6,1,1,0.27875322738533215,34.4,101,5.0,1.1131281855811213,0.04,33
1221,4,1,1,-0.8496482779171574,13.3,134,4.92,-0.01199024365901894,0.0,33
922,5,1,0,1.2173329143947818,21.5,2339,4.979493891797557,-0.687061301203103,0.72,33
1102,3,1,1,-0.9054193161092493,20.0,5,5.0,-0.9120849870511311,0.24,33
2078,6,1,1,1.8543931495998422,7.5,6,5.0,1.3381518714291492,0.72,33
1032,2,1,0,-1.2054881958185868,42.5,74,5.0,1.1131281855811213,0.4,33
462,4,1,1,-0.7846306139666804,25.6,41,5.0,-0.799573144127117,0.0,33
129,0,0,0,-0.9255328853445368,3.7,9,5.0,-0.574549458279089,0.16,33
1317,4,1,1,0.6235958472816938,18.4,534,4.998102466793169,0.8881044997330931,0.48,33
2085,6,1,0,0.21085137905264484,0.0,0,0.0,-0.574549458279089,2040.48,34
1105,3,1,1,-0.9054193161092493,7.0,1,5.0,-0.574549458279089,0.72,34
997,3,1,0,-1.2054881958185868,18.5,28,5.0,-1.137108672899159,0.48,34
1624,2,1,1,-0.565033238237373,17.9,262,4.9459459459459465,-0.8006982625563571,0.08,34
1901,4,1,0,0.6357339238057134,22.8,131,5.0,1.1131281855811213,0.24,34
289,5,1,0,0.27875322738533215,9.0,29,5.0,0.5505689709610511,0.44,34
426,5,1,1,-1.1740520504429195,77.0,0,0.0,-0.687061301203103,0.84,34
767,2,1,0,1.8543931495998422,22.7,449,4.9905660377358485,1.5631755572771773,0.08,34
1158,2,1,1,-0.8496482779171574,10.5,34,5.0,-0.01199024365901894,0.76,34
1322,2,1,0,0.6235958472816938,21.4,1017,4.993041749502981,-0.23701392950704697,0.76,34
57,3,1,1,1.8543931495998422,11.5,241,4.9363636363636365,0.4380571280370371,0.68,34
98,4,1,1,-0.2114000960816504,4.5,7,5.0,-0.462037615355075,0.56,34
1084,6,1,1,-0.9054193161092493,3.8,12,5.0,-1.0245968299751451,0.2,35
1927,6,1,1,0.6357339238057134,15.0,3,5.0,0.5505689709610511,0.6,35
558,5,1,0,0.7259502483063693,10.7,113,4.9896907216494855,-0.349525772431061,0.48,35
1183,1,1,1,1.8543931495998422,6.0,2,5.0,-0.574549458279089,0.24,35
314,4,1,1,0.27875322738533215,17.0,97,5.0,2.238246614821261,0.48,35
1290,4,1,1,0.6235958472816938,19.7,328,4.990476190476191,1.6756874002011912,0.16,35
17,4,1,1,0.9281364340668959,9.8,22,5.0,1.000616342657107,0.44,35
438,6,1,1,-0.7846306139666804,9.7,41,5.0,-0.01199024365901894,0.0,35
107,5,1,0,-0.9255328853445368,10.9,10,5.0,-1.2507456342524133,0.0,35
2038,5,1,0,0.21085137905264484,0.0,0,0.0,0.5505689709610511,0.36,35
1370,0,0,1,-0.8668150039088479,7.8,87,4.902439024390244,-0.9120849870511311,0.48,35
565,2,1,1,1.8543931495998422,7.5,49,4.977777777777779,-0.462037615355075,0.16,36
1186,3,1,1,-0.8496482779171574,14.7,103,4.98019801980198,-0.23701392950704697,0.36,36
1933,5,1,0,0.6357339238057134,14.5,75,4.971428571428572,-0.12450208658303295,0.6,36
1012,2,1,0,-1.2054881958185868,22.5,162,4.977272727272728,-0.9120849870511311,0.16,36
1092,3,1,0,-0.9054193161092493,41.0,579,5.0,1.1131281855811213,0.76,36
441,5,1,1,-0.7846306139666804,32.5,2458,4.994092827004219,-0.12562720501227326,0.84,36
320,3,1,1,0.27875322738533215,23.9,288,4.977777777777779,0.8318485782710862,0.72,36
109,6,1,0,-0.2114000960816504,4.0,1,0.0,-0.349525772431061,0.36,36
1378,3,1,1,-0.565033238237373,17.1,517,4.974708171206227,-0.01199024365901894,0.4,36
2055,3,1,1,0.21085137905264484,3.0,3,4.666666666666667,-0.574549458279089,0.72,36
1303,3,1,1,0.6235958472816938,36.6,1939,4.970374220374222,1.5631755572771773,0.48,36
72,3,1,0,0.9281364340668959,6.3,47,5.0,0.6630808138850651,0.0,37
168,0,0,1,-0.9255328853445368,5.0,5,5.0,-1.249620515823173,0.36,37
2099,1,1,1,1.8543931495998422,3.0,0,0.0,-0.12450208658303295,0.48,37
1281,3,1,1,-0.8496482779171574,28.4,144,4.992248062015504,1.6756874002011912,0.0,37
1732,2,1,1,-0.8668150039088479,16.6,525,4.9979296066252585,-0.349525772431061,0.48,37
1334,3,1,1,0.6235958472816938,3.0,1,5.0,-0.01199024365901894,0.4,37
859,3,1,0,0.7138752710172102,9.4,176,4.994186046511628,-0.574549458279089,0.48,37
407,5,1,1,0.27875322738533215,22.0,61,5.0,1.1131281855811213,0.0,37
504,2,1,1,-0.7846306139666804,15.1,64,5.0,-1.137108672899159,39.4,37
2027,3,1,1,0.9269284984211242,12.3,126,4.983333333333333,0.7755926568090792,0.04,37
1077,4,1,0,-1.25396248309377,17.0,82,4.987654320987653,-0.23701392950704697,0.96,37
1111,3,1,0,-0.9054193161092493,11.9,29,4.964285714285714,0.5505689709610511,0.76,37
1318,4,1,1,0.6235958472816938,0.0,0,0.0,0.5505689709610511,0.36,38
329,3,1,1,0.27875322738533215,8.8,33,5.0,-0.39453050960066643,0.48,38
1386,4,1,0,0.10050792763096117,45.0,71,5.0,0.21303344218900908,0.08,38
1197,4,1,1,-0.8496482779171574,30.4,176,4.994252873563219,0.10052159926499507,0.0,38
1019,2,1,0,-1.2054881958185868,0.0,0,0.0,-1.137108672899159,0.32,38
115,0,0,1,-0.9255328853445368,13.6,379,4.961538461538462,-0.9120849870511311,0.12,38
52,3,1,0,0.9281364340668959,11.4,158,4.979591836734694,-0.01199024365901894,0.48,38
572,4,1,0,1.8543931495998422,24.0,665,4.986046511627907,0.6630808138850651,0.52,38
2080,2,1,1,0.21085137905264484,4.0,2,5.0,-0.23701392950704697,0.16,38
1944,4,1,1,1.8543931495998422,6.3,16,5.0,-0.12450208658303295,0.0,38
447,2,1,1,-0.7846306139666804,0.0,0,0.0,-0.01199024365901894,0.96,38
968,0,0,1,1.8543931495998422,18.6,1401,4.991228070175438,1.450663714353163,0.44,39
1280,4,1,1,-0.849647258420382,5.0,3,5.0,-0.23701392950704697,0.44,39
2097,2,1,1,0.21085137905264484,8.0,6,5.0,1.1131281855811213,0.72,39
167,4,1,0,-0.9255328853445368,6.6,12,5.0,-1.4746442016712011,0.68,39
406,4,1,0,0.27875322738533215,48.4,657,5.0,-0.12450208658303295,0.0,39
1076,3,1,0,-1.2054881958185868,14.9,78,4.8933333333333335,-1.137108672899159,0.36,39
1866,3,1,1,-1.0379728197150013,18.4,3449,4.99325117370892,0.3255452851130231,0.48,39
2026,3,1,1,0.9158276014138603,16.6,136,4.977099236641221,1.6756874002011912,0.52,39
64,4,1,0,0.9281364340668959,8.4,92,4.732558139534883,1.2256400285051352,0.6,40
1490,5,1,1,-0.8651566870152045,12.5,467,4.9164785553047405,-0.01199024365901894,0.44,40
2092,2,1,0,0.21085137905264484,10.0,22,4.75,-0.01199024365901894,0.16,40
658,2,1,1,1.8543931495998422,13.2,115,5.0,-0.12450208658303295,0.4,40
429,4,1,1,-1.123019566441461,17.6,161,5.0,-0.799573144127117,0.32,40
2121,4,1,0,-0.9255328853445368,16.7,287,4.9751773049645385,-0.23701392950704697,0.44,40
1001,4,1,0,-1.19640415164298,7.3,17,4.9375,-1.137108672899159,0.48,40
298,6,1,1,0.27875322738533215,21.2,425,4.966745843230403,3.5883887299094295,0.24,40
2143,4,1,1,-0.8496482779171574,24.0,492,4.9604989604989616,-0.23701392950704697,0.72,40
1911,3,1,0,0.6357339238057134,10.8,45,5.0,0.5505689709610511,0.16,40
1328,2,1,1,0.6235958472816938,0.0,0,0.0,3.1383413582133732,0.48,40
1339,1,1,1,0.6235958472816938,4.3,8,4.875,-0.349525772431061,0.48,41
412,3,1,1,0.27875322738533215,12.9,126,4.975609756097562,-0.23701392950704697,0.68,41
2032,3,1,1,0.6357339238057134,12.5,936,4.909090909090909,0.21303344218900908,0.6,41
508,1,1,1,-0.7846306139666804,0.0,0,0.0,-1.4746442016712011,0.0,41
973,2,1,0,0.7138752710172102,12.0,275,4.988888888888889,-0.01199024365901894,0.36,41
