,position,language,gender_tuned,income_level,price
1998,29,Indonesian,female,65297.51751,15
1999,30,Indonesian,female,4135.569263,9
2000,31,Indonesian,female,9828.148515,9
2001,32,Indonesian,female,4135.569263,6
2002,33,Indonesian,female,4135.569263,6
2003,34,Indonesian,female,4135.569263,9
2004,35,Indonesian,female,4135.569263,12
2005,36,Indonesian,female,4135.569263,9
2006,37,Indonesian,female,4135.569263,6
2007,38,Indonesian,female,7806.742211,12
2008,39,Indonesian,female,4135.569263,9
2009,40,Indonesian,female,4135.569263,6
2010,41,Indonesian,male,4135.569263,6
2011,42,Indonesian,female,4135.569263,9
2012,43,Indonesian,female,4135.569263,6
2013,44,Indonesian,female,4135.569263,9
2014,45,Indonesian,female,4135.569263,6
2015,46,Indonesian,male,4135.569263,6
2016,47,Indonesian,female,4135.569263,9
2017,48,Indonesian,male,4135.569263,6
2018,49,Indonesian,female,4135.569263,9
2019,50,Indonesian,male,4135.569263,3
2020,51,Indonesian,male,4135.569263,15
2021,52,Indonesian,female,4135.569263,9
2022,53,Indonesian,male,65297.51751,15
2023,54,Indonesian,female,4135.569263,9
2024,55,Indonesian,female,4135.569263,6
2025,56,Indonesian,male,4135.569263,9
2026,57,Indonesian,female,11414.20698,9
2027,58,Indonesian,male,4135.569263,9
2028,59,Indonesian,female,4135.569263,3
2029,60,Indonesian,female,4135.569263,9
2030,61,Indonesian,male,4135.569263,21
2031,62,Indonesian,male,4135.569263,6
2032,63,Indonesian,female,4135.569263,6
2033,64,Indonesian,female,4135.569263,9
2034,65,Indonesian,female,4135.569263,6
2035,1,Italian,female,33228.23668,18
2036,2,Italian,male,33228.23668,12
2037,3,Italian,female,33228.23668,18
2038,4,Italian,female,33228.23668,15
2039,5,Italian,male,33228.23668,9
2040,6,Italian,male,33228.23668,30
2041,7,Italian,male,33228.23668,18
2042,8,Italian,female,33228.23668,15
2043,9,Italian,male,33228.23668,12
2044,10,Italian,male,33228.23668,15
2045,11,Italian,female,33228.23668,15
2046,12,Italian,male,33228.23668,15
2047,13,Italian,male,33228.23668,24
2048,14,Italian,male,33228.23668,15
2049,15,Italian,male,33228.23668,15
2050,16,Italian,male,33228.23668,18
2051,17,Italian,female,33228.23668,9
2052,18,Italian,female,33228.23668,21
2053,19,Italian,female,33228.23668,15
2054,20,Italian,male,33228.23668,15
2055,21,Italian,female,33228.23668,21
2056,22,Italian,male,33228.23668,9
2057,23,Italian,male,33228.23668,9
2058,24,Italian,male,33228.23668,18
2059,25,Italian,female,33228.23668,18
2060,26,Italian,female,33228.23668,15
2061,27,Italian,male,33228.23668,15
2062,28,Italian,female,33228.23668,24
2063,29,Italian,female,11584.99538,18
2064,30,Italian,female,11584.99538,12
2065,32,Italian,male,33228.23668,18
2066,33,Italian,male,33228.23668,15
2067,34,Italian,male,33228.23668,27
2068,35,Italian,female,33228.23668,9
2069,36,Italian,male,33228.23668,12
2070,37,Italian,male,33228.23668,24
2071,38,Italian,male,33228.23668,12
2072,39,Italian,male,33228.23668,9
2073,40,Italian,female,33228.23668,24
2074,41,Italian,male,33228.23668,9
2075,42,Italian,female,33228.23668,21
2076,43,Italian,male,33228.23668,9
2077,44,Italian,female,33228.23668,12
2078,45,Italian,male,33228.23668,15
2079,46,Italian,female,33228.23668,24
2080,47,Italian,female,33228.23668,15
2081,48,Italian,female,33228.23668,12
2082,49,Italian,male,33228.23668,15
2083,50,Italian,female,33228.23668,18
2084,51,Italian,male,33228.23668,9
2085,52,Italian,female,33228.23668,24
2086,53,Italian,male,33228.23668,33
2087,54,Italian,male,33228.23668,21
2088,55,Italian,male,33228.23668,21
2089,56,Italian,female,33228.23668,12
2090,57,Italian,male,33228.23668,15
2091,58,Italian,female,33228.23668,27
2092,59,Italian,female,33228.23668,15
2093,60,Italian,female,33228.23668,9
2094,61,Italian,female,33228.23668,15
2095,62,Italian,female,33228.23668,9
2096,63,Italian,female,33228.23668,24
2097,64,Italian,female,11584.99538,15
2098,65,Italian,female,5353.244856,12
2099,66,Italian,female,12919.52964,9
2100,67,Italian,male,29600.37825,15
2101,68,Italian,female,33228.23668,27
2102,69,Italian,male,33228.23668,27
2103,70,Italian,male,33228.23668,21
2104,71,Italian,female,33228.23668,12
2105,72,Italian,male,33228.23668,18
2106,73,Italian,female,33228.23668,12
2107,74,Italian,female,33228.23668,18
2108,75,Italian,female,33228.23668,12
2109,76,Italian,female,33228.23668,12
2110,77,Italian,female,33228.23668,24
2111,78,Italian,female,33228.23668,15
2112,79,Italian,female,33228.23668,15
2113,80,Italian,female,33228.23668,18
2114,81,Italian,female,33228.23668,18
2115,82,Italian,female,33228.23668,12
2116,83,Italian,female,33228.23668,12
2117,84,Italian,male,33228.23668,9
2118,85,Italian,male,33228.23668,9
2119,86,Italian,female,33228.23668,15
2120,87,Italian,female,33228.23668,18
2121,88,Italian,male,33228.23668,27
2122,89,Italian,male,33228.23668,12
2123,90,Italian,male,33228.23668,12
2124,91,Italian,female,33228.23668,12
2125,92,Italian,female,33228.23668,18
2126,93,Italian,male,33228.23668,12
2127,94,Italian,male,33228.23668,12
2128,95,Italian,male,33228.23668,24
2129,96,Italian,female,33228.23668,9
2130,97,Italian,male,33228.23668,21
2131,98,Italian,female,33228.23668,9
2132,99,Italian,male,33228.23668,15
2133,100,Italian,female,33228.23668,18
2134,101,Italian,female,33228.23668,12
2135,102,Italian,male,5550.060957,12
2136,103,Italian,female,33228.23668,15
2137,104,Italian,female,33228.23668,12
2138,105,Italian,male,33228.23668,9
2139,106,Italian,male,40493.92857,24
2140,107,Italian,female,33228.23668,24
2141,108,Italian,male,33228.23668,12
2142,109,Italian,male,33228.23668,18
2143,110,Italian,male,33228.23668,12
2144,111,Italian,male,33228.23668,6
2145,112,Italian,female,33228.23668,12
2146,113,Italian,male,33228.23668,15
2147,114,Italian,female,33228.23668,9
2148,115,Italian,female,33228.23668,21
2149,116,Italian,male,33228.23668,12
2150,117,Italian,male,33228.23668,18
2151,118,Italian,female,33228.23668,15
2152,119,Italian,female,33228.23668,12
2153,120,Italian,female,33228.23668,21
2154,121,Italian,male,33228.23668,12
2155,122,Italian,female,33228.23668,15
2156,123,Italian,female,33228.23668,12
2157,124,Italian,female,33228.23668,18
2158,125,Italian,female,33228.23668,18
2159,126,Italian,male,33228.23668,21
2160,127,Italian,male,33228.23668,12
2161,128,Italian,female,33228.23668,27
2162,129,Italian,male,33228.23668,12
2163,130,Italian,male,10261.67925,21
2164,131,Italian,female,33228.23668,9
2165,132,Italian,male,33228.23668,12
2166,133,Italian,female,33228.23668,18
2167,134,Italian,female,33228.23668,9
2168,135,Italian,male,43592.08358,9
2169,136,Italian,male,33228.23668,21
2170,137,Italian,female,33228.23668,6
2171,138,Italian,female,33228.23668,15
2172,139,Italian,female,33228.23668,18
2173,140,Italian,male,33228.23668,24
2174,141,Italian,female,33228.23668,18
2175,142,Italian,male,33228.23668,12
2176,143,Italian,female,33228.23668,15
2177,144,Italian,female,11584.99538,18
2178,145,Italian,female,33228.23668,15
2179,146,Italian,female,33228.23668,12
2180,147,Italian,female,33228.23668,12
2181,148,Italian,female,33228.23668,15
2182,149,Italian,male,33228.23668,9
2183,150,Italian,male,33228.23668,9
2184,151,Italian,female,33228.23668,9
2185,152,Italian,female,33228.23668,9
2186,153,Italian,female,33228.23668,9
2187,154,Italian,female,33228.23668,12
2188,155,Italian,female,33228.23668,9
2189,156,Italian,male,33228.23668,15
2190,157,Italian,male,33228.23668,15
2191,158,Italian,female,33228.23668,12
2192,160,Italian,male,33228.23668,24
2193,161,Italian,female,33228.23668,12
2194,162,Italian,female,33228.23668,12
2195,163,Italian,female,33228.23668,6
2196,164,Italian,female,33228.23668,9
2197,165,Italian,female,33228.23668,9
2198,166,Italian,female,33228.23668,12
2199,167,Italian,female,33228.23668,9
2200,168,Italian,female,33228.23668,27
2201,169,Italian,male,33228.23668,9
2202,170,Italian,female,33228.23668,12
2203,171,Italian,female,33228.23668,12
2204,172,Italian,female,33228.23668,18
2205,173,Italian,male,33228.23668,12
2206,174,Italian,male,33228.23668,18
2207,175,Italian,female,33228.23668,12
2208,176,Italian,female,33228.23668,21
2209,177,Italian,female,33228.23668,15
2210,178,Italian,female,33228.23668,9
2211,179,Italian,female,33228.23668,9
2212,180,Italian,female,33228.23668,21
2213,181,Italian,female,33228.23668,15
2214,182,Italian,female,33228.23668,24
2215,183,Italian,female,33228.23668,9
2216,184,Italian,female,33228.23668,15
2217,185,Italian,male,33228.23668,9
2218,186,Italian,female,33228.23668,12
2219,187,Italian,male,33228.23668,9
2220,188,Italian,female,33228.23668,27
2221,189,Italian,female,33228.23668,6
2222,190,Italian,male,33228.23668,12
2223,191,Italian,female,33228.23668,9
2224,192,Italian,female,33228.23668,15
2225,193,Italian,male,33228.23668,12
2226,194,Italian,female,33228.23668,9
2227,195,Italian,female,33228.23668,15
2228,196,Italian,female,33228.23668,9
2229,197,Italian,male,33228.23668,6
2230,198,Italian,female,33228.23668,30
2231,199,Italian,male,33228.23668,24
2232,200,Italian,male,33228.23668,9
2233,201,Italian,male,33228.23668,12
2234,202,Italian,female,33228.23668,18
2235,203,Italian,female,33228.23668,15
2236,204,Italian,male,33228.23668,9
2237,205,Italian,female,33228.23668,15
2238,206,Italian,female,40246.88013,21
2239,207,Italian,female,33228.23668,15
2240,208,Italian,female,33228.23668,18
2241,209,Italian,female,33228.23668,15
2242,210,Italian,female,33228.23668,9
2243,211,Italian,male,46445.2491,18
2244,212,Italian,female,7411.836116,9
2245,213,Italian,female,33228.23668,12
2246,214,Italian,female,19582.53598,18
2247,215,Italian,male,23252.05852,15
2248,216,Italian,female,33228.23668,18
2249,217,Italian,female,33228.23668,30
2250,218,Italian,female,33228.23668,9
2251,219,Italian,male,33228.23668,9
2252,220,Italian,female,33228.23668,9
2253,221,Italian,female,33228.23668,15
2254,222,Italian,female,33228.23668,15
2255,223,Italian,male,33228.23668,36
2256,225,Italian,male,33228.23668,9
2257,226,Italian,male,33228.23668,6
2258,227,Italian,male,33228.23668,6
2259,228,Italian,male,46194.72523,24
2260,229,Italian,female,33228.23668,27
2261,231,Italian,male,33228.23668,12
2262,232,Italian,female,33228.23668,9
2263,234,Italian,female,33228.23668,9
2264,235,Italian,male,33228.23668,9
2265,236,Italian,male,33228.23668,12
2266,237,Italian,male,33228.23668,12
2267,238,Italian,female,33228.23668,15
2268,239,Italian,female,33228.23668,21
2269,240,Italian,male,42330.11754,15
2270,241,Italian,male,9912.281809,9
2271,242,Italian,female,33228.23668,9
2272,243,Italian,female,33228.23668,36
2273,244,Italian,female,33228.23668,12
2274,245,Italian,female,33228.23668,15
2275,246,Italian,female,33228.23668,12
2276,247,Italian,female,33228.23668,12
2277,248,Italian,male,33228.23668,15
2278,249,Italian,female,14936.10055,15
2279,250,Italian,male,33228.23668,12
2280,251,Italian,female,33228.23668,15
2281,252,Italian,female,33228.23668,9
2282,253,Italian,male,33228.23668,9
2283,254,Italian,female,33228.23668,12
2284,255,Italian,male,33228.23668,9
2285,256,Italian,female,33228.23668,12
2286,257,Italian,female,33228.23668,15
2287,258,Italian,male,33228.23668,24
2288,259,Italian,female,33228.23668,9
2289,260,Italian,male,6428.676206,9
2290,261,Italian,female,33228.23668,18
2291,262,Italian,female,11584.99538,9
2292,263,Italian,female,29600.37825,12
2293,264,Italian,female,33228.23668,12
2294,265,Italian,female,33228.23668,12
2295,266,Italian,female,12919.52964,6
2296,267,Italian,female,33228.23668,27
2297,268,Italian,female,33228.23668,15
2298,269,Italian,female,19266.2755,9
2299,270,Italian,male,8717.186278,9
2300,271,Italian,female,33228.23668,9
2301,272,Italian,male,33228.23668,12
2302,273,Italian,female,11584.99538,15
2303,274,Italian,male,33228.23668,15
2304,275,Italian,female,33228.23668,12
2305,276,Italian,female,33228.23668,12
2306,277,Italian,female,33228.23668,12
2307,278,Italian,female,33228.23668,6
2308,279,Italian,female,6977.695784,21
2309,280,Italian,male,9946.033829,12
2310,281,Italian,female,33228.23668,12
2311,282,Italian,female,33228.23668,12
2312,283,Italian,female,33228.23668,9
2313,284,Italian,male,6001.400814,9
2314,285,Italian,male,33228.23668,12
2315,286,Italian,male,33228.23668,6
2316,287,Italian,female,33228.23668,9
2317,288,Italian,female,33228.23668,15
2318,289,Italian,female,33228.23668,12
2319,290,Italian,female,40493.92857,15
2320,291,Italian,female,11584.99538,24
2321,292,Italian,male,65297.51751,21
2322,293,Italian,male,33228.23668,33
2323,294,Italian,female,11584.99538,12
2324,295,Italian,male,33228.23668,9
2325,296,Italian,male,33228.23668,6
2326,297,Italian,female,33228.23668,12
2327,298,Italian,female,33228.23668,9
2328,299,Italian,female,33228.23668,9
2329,300,Italian,female,33228.23668,12
2330,301,Italian,female,33228.23668,30
2331,302,Italian,male,33228.23668,12
2332,303,Italian,female,33228.23668,15
2333,304,Italian,male,40493.92857,21
2334,305,Italian,female,33228.23668,24
2335,307,Italian,female,33228.23668,6
2336,308,Italian,female,33228.23668,51
2337,309,Italian,male,33228.23668,33
2338,310,Italian,female,33228.23668,27
2339,311,Italian,female,33228.23668,12
2340,312,Italian,male,33228.23668,12
2341,313,Italian,female,9912.281809,9
2342,314,Italian,female,33228.23668,15
2343,315,Italian,male,33228.23668,9
2344,316,Italian,female,33228.23668,9
2345,317,Italian,female,33228.23668,15
2346,318,Italian,female,33228.23668,15
2347,319,Italian,female,33228.23668,21
2348,320,Italian,female,33228.23668,12
2349,321,Italian,female,33228.23668,6
2350,322,Italian,male,33228.23668,9
2351,323,Italian,male,65297.51751,12
2352,324,Italian,female,11584.99538,12
2353,325,Italian,male,33228.23668,9
2354,326,Italian,female,33228.23668,15
2355,327,Italian,female,33228.23668,18
2356,328,Italian,female,33228.23668,9
2357,329,Italian,male,42330.11754,12
2358,330,Italian,female,33228.23668,12
2359,331,Italian,female,81993.72713,9
2360,332,Italian,female,33228.23668,18
2361,333,Italian,male,65297.51751,18
2362,334,Italian,female,33228.23668,15
2363,335,Italian,female,33228.23668,21
2364,336,Italian,male,33228.23668,12
2365,337,Italian,female,33228.23668,9
2366,338,Italian,male,42330.11754,9
2367,339,Italian,female,33228.23668,12
2368,340,Italian,male,33228.23668,9
2369,341,Italian,female,11584.99538,9
2370,342,Italian,female,33228.23668,12
2371,343,Italian,female,33228.23668,12
2372,344,Italian,female,33228.23668,18
2373,345,Italian,male,33228.23668,15
2374,346,Italian,female,33228.23668,9
2375,347,Italian,female,33228.23668,6
2376,348,Italian,female,65297.51751,27
2377,349,Italian,female,33228.23668,21
2378,350,Italian,male,33228.23668,6
2379,351,Italian,female,33228.23668,18
2380,352,Italian,male,33228.23668,3
2381,353,Italian,female,11584.99538,18
2382,354,Italian,female,33228.23668,36
2383,355,Italian,female,33228.23668,18
2384,356,Italian,female,33228.23668,21
2385,357,Italian,male,33228.23668,9
2386,358,Italian,female,15692.50703,15
2387,359,Italian,female,3019.205829,9
2388,360,Italian,female,33228.23668,15
2389,361,Italian,female,33228.23668,15
2390,362,Italian,female,33228.23668,18
2391,363,Italian,female,33228.23668,9
2392,364,Italian,male,16054.5,12
2393,365,Italian,female,7411.836116,12
2394,366,Italian,female,33228.23668,15
2395,367,Italian,female,33228.23668,6
2396,368,Italian,female,33228.23668,9
2397,369,Italian,female,33228.23668,15
2398,370,Italian,male,33228.23668,51
2399,371,Italian,female,33228.23668,12
2400,372,Italian,female,33228.23668,24
2401,373,Italian,male,33228.23668,15
2402,374,Italian,female,33228.23668,24
2403,375,Italian,female,33228.23668,15
2404,376,Italian,female,33228.23668,12
2405,377,Italian,female,33228.23668,18
2406,378,Italian,male,33228.23668,9
2407,379,Italian,female,33228.23668,36
2408,380,Italian,female,81993.72713,15
2409,381,Italian,female,7411.836116,9
2410,382,Italian,female,33228.23668,12
2411,383,Italian,male,8717.186278,12
2412,384,Italian,female,7411.836116,9
2413,385,Italian,female,33228.23668,9
2414,386,Italian,female,33228.23668,9
2415,387,Italian,female,32873.71927,18
2416,388,Italian,female,33228.23668,12
2417,389,Italian,female,33228.23668,9
2418,390,Italian,female,33228.23668,15
2419,391,Italian,female,33228.23668,21
2420,392,Italian,female,33228.23668,12
2421,393,Italian,male,33228.23668,9
2422,394,Italian,female,7411.836116,15
2423,395,Italian,female,33228.23668,18
2424,396,Italian,female,33228.23668,9
2425,397,Italian,male,33228.23668,9
2426,398,Italian,female,33228.23668,21
2427,399,Italian,female,33228.23668,12
2428,400,Italian,female,33228.23668,9
2429,401,Italian,female,33228.23668,18
2430,402,Italian,male,33228.23668,12
2431,403,Italian,female,33228.23668,18
2432,404,Italian,female,33228.23668,15
2433,405,Italian,male,33228.23668,9
2434,406,Italian,male,33228.23668,30
2435,407,Italian,male,33228.23668,18
2436,408,Italian,female,33228.23668,15
2437,409,Italian,male,33228.23668,12
2438,410,Italian,male,33228.23668,15
2439,411,Italian,female,33228.23668,15
2440,412,Italian,male,33228.23668,15
2441,413,Italian,male,33228.23668,24
2442,414,Italian,male,33228.23668,15
2443,415,Italian,male,33228.23668,15
2444,416,Italian,male,33228.23668,18
2445,417,Italian,female,33228.23668,9
2446,418,Italian,female,33228.23668,21
2447,419,Italian,female,33228.23668,15
2448,420,Italian,male,33228.23668,15
2449,421,Italian,female,33228.23668,18
2450,422,Italian,male,33228.23668,12
2451,423,Italian,female,33228.23668,18
2452,424,Italian,female,33228.23668,15
2453,425,Italian,male,33228.23668,9
2454,426,Italian,male,33228.23668,30
2455,427,Italian,male,33228.23668,18
2456,428,Italian,female,33228.23668,15
2457,429,Italian,male,33228.23668,12
2458,430,Italian,male,33228.23668,15
2459,431,Italian,female,33228.23668,15
2460,432,Italian,male,33228.23668,15
2461,433,Italian,male,33228.23668,24
2462,434,Italian,male,33228.23668,15
2463,435,Italian,male,33228.23668,15
2464,436,Italian,male,33228.23668,18
2465,437,Italian,female,33228.23668,9
2466,438,Italian,female,33228.23668,21
2467,439,Italian,female,33228.23668,15
2468,440,Italian,male,33228.23668,15
2469,441,Italian,female,33228.23668,18
2470,442,Italian,male,33228.23668,12
2471,443,Italian,female,33228.23668,18
2472,444,Italian,female,33228.23668,15
2473,445,Italian,male,33228.23668,9
2474,446,Italian,male,33228.23668,30
2475,447,Italian,male,33228.23668,18
2476,448,Italian,female,33228.23668,15
2477,449,Italian,male,33228.23668,12
2478,450,Italian,male,33228.23668,15
2479,451,Italian,female,33228.23668,15
2480,452,Italian,male,33228.23668,15
2481,453,Italian,male,33228.23668,24
2482,454,Italian,male,33228.23668,15
2483,455,Italian,male,33228.23668,15
2484,456,Italian,male,33228.23668,18
2485,457,Italian,female,33228.23668,9
2486,458,Italian,female,33228.23668,21
2487,459,Italian,female,33228.23668,15
2488,460,Italian,male,33228.23668,15
2489,461,Italian,female,33228.23668,18
2490,462,Italian,male,33228.23668,12
2491,463,Italian,female,33228.23668,18
2492,464,Italian,female,33228.23668,15
2493,465,Italian,male,33228.23668,9
2494,466,Italian,male,33228.23668,30
2495,467,Italian,male,33228.23668,18
2496,468,Italian,female,33228.23668,15
2497,469,Italian,male,33228.23668,12
2498,470,Italian,male,33228.23668,15
2499,471,Italian,female,33228.23668,15
2500,472,Italian,male,33228.23668,15
2501,473,Italian,male,33228.23668,24
2502,474,Italian,male,33228.23668,15
2503,475,Italian,male,33228.23668,15
2504,476,Italian,male,33228.23668,18
2505,477,Italian,female,33228.23668,9
2506,478,Italian,female,33228.23668,21
2507,479,Italian,female,33228.23668,15
2508,480,Italian,male,33228.23668,15
2509,481,Italian,female,33228.23668,18
2510,482,Italian,male,33228.23668,12
2511,483,Italian,female,33228.23668,18
2512,484,Italian,female,33228.23668,15
2513,485,Italian,male,33228.23668,9
2514,486,Italian,male,33228.23668,30
2515,487,Italian,male,33228.23668,18
2516,488,Italian,female,33228.23668,15
2517,489,Italian,male,33228.23668,12
2518,490,Italian,male,33228.23668,15
2519,491,Italian,female,33228.23668,15
2520,492,Italian,male,33228.23668,15
2521,493,Italian,male,33228.23668,24
2522,494,Italian,male,33228.23668,15
2523,495,Italian,male,33228.23668,15
2524,496,Italian,male,33228.23668,18
2525,497,Italian,female,33228.23668,9
2526,498,Italian,female,33228.23668,21
2527,499,Italian,female,33228.23668,15
2528,500,Italian,male,33228.23668,15
2529,501,Italian,female,33228.23668,18
2530,502,Italian,male,33228.23668,12
2531,503,Italian,female,33228.23668,18
2532,504,Italian,female,33228.23668,15
2533,505,Italian,male,33228.23668,9
2534,506,Italian,male,33228.23668,30
2535,507,Italian,male,33228.23668,18
2536,508,Italian,female,33228.23668,15
2537,509,Italian,male,33228.23668,12
2538,510,Italian,male,33228.23668,15
2539,511,Italian,female,33228.23668,15
2540,512,Italian,male,33228.23668,15
2541,513,Italian,male,33228.23668,24
2542,514,Italian,male,33228.23668,15
2543,515,Italian,male,33228.23668,15
2544,516,Italian,male,33228.23668,18
2545,517,Italian,female,33228.23668,9
2546,1,Russian,male,11584.99538,18
2547,2,Russian,male,11584.99538,15
2548,3,Russian,female,11584.99538,18
2549,4,Russian,female,3659.031312,9
2550,5,Russian,female,3659.031312,9
2551,6,Russian,female,11584.99538,9
2552,7,Russian,male,11584.99538,18
2553,8,Russian,female,11584.99538,18
2554,9,Russian,female,11584.99538,9
2555,10,Russian,female,11584.99538,12
2556,11,Russian,female,11584.99538,12
2557,12,Russian,female,11584.99538,9
2558,13,Russian,female,3659.031312,12
2559,14,Russian,female,11584.99538,9
2560,15,Russian,female,11584.99538,6
2561,16,Russian,female,3659.031312,12
2562,17,Russian,female,3659.031312,12
2563,18,Russian,female,11584.99538,9
2564,19,Russian,female,6663.295293,12
2565,20,Russian,male,11584.99538,12
2566,21,Russian,female,11584.99538,12
2567,22,Russian,female,3659.031312,9
2568,23,Russian,female,4503.516985,9
2569,24,Russian,female,3659.031312,6
2570,25,Russian,female,11584.99538,18
2571,26,Russian,male,11584.99538,9
2572,27,Russian,female,6663.295293,21
2573,28,Russian,female,11584.99538,9
2574,29,Russian,female,11584.99538,24
2575,30,Russian,male,6663.295293,6
2576,31,Russian,female,6663.295293,15
2577,32,Russian,female,3659.031312,9
2578,33,Russian,female,3659.031312,6
2579,34,Russian,female,11584.99538,15
2580,35,Russian,female,11584.99538,15
2581,36,Russian,female,11584.99538,9
2582,37,Russian,female,6663.295293,9
2583,38,Russian,female,11584.99538,21
2584,39,Russian,female,3659.031312,21
2585,40,Russian,female,6663.295293,6
2586,41,Russian,male,11584.99538,9
2587,42,Russian,female,3659.031312,15
2588,43,Russian,female,3659.031312,9
2589,44,Russian,male,11584.99538,12
2590,45,Russian,female,11584.99538,15
2591,46,Russian,female,3659.031312,9
2592,47,Russian,male,3659.031312,9
2593,48,Russian,female,11584.99538,12
2594,49,Russian,female,11584.99538,18
2595,50,Russian,female,3659.031312,15
2596,51,Russian,female,11584.99538,21
2597,52,Russian,female,4622.733493,12
2598,53,Russian,male,15692.50703,15
2599,54,Russian,male,17828.89466,9
2600,55,Russian,female,11584.99538,15
2601,56,Russian,female,11584.99538,12
2602,57,Russian,male,11584.99538,9
2603,58,Russian,female,11584.99538,9
2604,59,Russian,female,11584.99538,18
2605,60,Russian,female,11584.99538,15
2606,61,Russian,female,11584.99538,9
2607,62,Russian,female,3659.031312,15
2608,63,Russian,female,6663.295293,9
2609,64,Russian,female,11584.99538,6
2610,65,Russian,female,11584.99538,9
2611,66,Russian,female,3659.031312,12
2612,67,Russian,male,11584.99538,9
2613,68,Russian,male,11584.99538,6
2614,69,Russian,female,11584.99538,24
2615,70,Russian,female,3659.031312,9
2616,71,Russian,male,3659.031312,6
2617,72,Russian,male,11584.99538,12
2618,73,Russian,female,3659.031312,9
2619,74,Russian,female,3659.031312,15
2620,75,Russian,female,3659.031312,15
2621,76,Russian,male,11584.99538,12
2622,77,Russian,female,11584.99538,12
2623,78,Russian,female,3659.031312,12
2624,79,Russian,male,11584.99538,6
2625,80,Russian,female,11584.99538,9
2626,81,Russian,male,3659.031312,6
2627,82,Russian,female,11584.99538,6
2628,83,Russian,female,11584.99538,9
2629,84,Russian,female,11584.99538,9
2630,85,Russian,male,11584.99538,12
2631,86,Russian,female,11584.99538,9
2632,87,Russian,female,17828.89466,21
2633,88,Russian,female,3659.031312,12
2634,89,Russian,female,11584.99538,12
2635,90,Russian,female,11584.99538,15
2636,91,Russian,female,11584.99538,12
2637,92,Russian,female,11584.99538,15
2638,93,Russian,female,11584.99538,9
2639,94,Russian,female,11584.99538,12
2640,95,Russian,female,3659.031312,9
2641,96,Russian,female,11584.99538,9
2642,97,Russian,male,11584.99538,9
2643,98,Russian,male,11584.99538,21
2644,99,Russian,female,11584.99538,9
2645,100,Russian,female,11584.99538,6
2646,101,Russian,female,3659.031312,9
2647,102,Russian,female,11584.99538,15
2648,103,Russian,female,11584.99538,18
2649,104,Russian,female,3659.031312,21
2650,105,Russian,female,11584.99538,9
2651,106,Russian,female,11584.99538,15
2652,107,Russian,female,3659.031312,9
2653,108,Russian,female,4622.733493,9
2654,109,Russian,female,11584.99538,21
2655,110,Russian,female,11584.99538,18
2656,112,Russian,male,11584.99538,6
2657,113,Russian,female,11584.99538,9
2658,114,Russian,female,3659.031312,9
2659,115,Russian,female,11584.99538,9
2660,116,Russian,female,11584.99538,9
2661,117,Russian,female,48782.78848,15
2662,118,Russian,female,1309.392992,18
2663,119,Russian,female,6966.635411,6
2664,120,Russian,female,9126.561346,9
2665,121,Russian,female,11584.99538,21
2666,122,Russian,female,3659.031312,6
2667,123,Russian,female,3659.031312,6
2668,124,Russian,female,3659.031312,15
2669,125,Russian,male,3659.031312,15
2670,126,Russian,female,11584.99538,6
2671,127,Russian,female,11584.99538,9
2672,128,Russian,female,11584.99538,12
2673,129,Russian,female,11584.99538,12
2674,130,Russian,female,11584.99538,9
2675,131,Russian,female,4503.516985,9
2676,132,Russian,female,11584.99538,15
2677,133,Russian,male,11584.99538,12
2678,134,Russian,male,11584.99538,9
2679,135,Russian,male,11584.99538,9
2680,136,Russian,female,23723.30611,21
2681,137,Russian,female,870.7875893,12
2682,138,Russian,female,9812.390376,12
2683,139,Russian,female,11584.99538,9
2684,140,Russian,female,11584.99538,12
2685,141,Russian,male,4503.516985,9
2686,142,Russian,female,12243.81143,9
2687,143,Russian,female,11584.99538,9
2688,144,Russian,female,3659.031312,9
2689,145,Russian,female,3659.031312,9
2690,146,Russian,male,3659.031312,12
2691,147,Russian,female,11584.99538,9
2692,148,Russian,female,11584.99538,18
2693,149,Russian,female,9812.390376,9
2694,150,Russian,female,11584.99538,6
2695,151,Russian,male,3659.031312,9
2696,152,Russian,female,11584.99538,9
2697,153,Russian,female,11584.99538,18
2698,154,Russian,female,11584.99538,12
2699,155,Russian,female,3659.031312,9
2700,156,Russian,female,11584.99538,9
2701,157,Russian,male,81993.72713,27
2702,158,Russian,female,4622.733493,15
2703,159,Russian,female,17828.89466,21
2704,160,Russian,male,9812.390376,12
2705,161,Russian,female,11584.99538,21
2706,162,Russian,female,3659.031312,12
2707,163,Russian,male,11584.99538,6
2708,164,Russian,female,11584.99538,12
2709,165,Russian,female,11584.99538,15
2710,166,Russian,male,3659.031312,6
2711,167,Russian,male,11584.99538,12
2712,168,Russian,female,11584.99538,9
2713,169,Russian,female,3659.031312,6
2714,170,Russian,male,11584.99538,9
2715,171,Russian,female,11584.99538,6
2716,172,Russian,female,3659.031312,9
2717,173,Russian,female,3659.031312,15
2718,174,Russian,female,11584.99538,9
2719,175,Russian,female,11584.99538,6
2720,176,Russian,female,3659.031312,15
2721,177,Russian,female,6663.295293,9
2722,178,Russian,male,11584.99538,15
2723,179,Russian,female,11584.99538,12
2724,180,Russian,female,3659.031312,9
2725,181,Russian,female,11584.99538,9
2726,182,Russian,female,11584.99538,15
2727,183,Russian,male,11584.99538,15
2728,184,Russian,female,11584.99538,9
2729,185,Russian,female,11584.99538,9
